01716,暋,민,굳셀 민,,,13,13,17,수화,화,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01717,䪸,민,강할 민,,,14,14,18,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01718,泯,민,빠질 민,,좋지않은 의미 문자,9,8,11,수화,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01719,悶,민,답답할 민,,좋지않은 의미 문자,12,12,17,수화,화,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01720,緡,민,낚싯줄 민,,좋지않은 의미 문자,15,15,21,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01721,鈱,민,돈 꿰미 장사밑천 민,,,13,13,16,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01722,脗,민,물결 가없는 모양 민,,,13,11,16,수화,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01723,閩,민,종족이름 민,,,14,14,18,수화,목,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01724,盿,민,볼 민,,,9,9,10,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01725,罠,민,낚싯줄 민,,좋지않은 의미 문자,11,10,14,수화,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01726,琝,민,옥돌 민,,,13,12,13,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01727,琘,민,옥돌 민,,,13,12,15,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01728,密,밀,빽빽할 밀,,,11,11,15,수화,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01729,蜜,밀,꿀 밀,,,14,14,18,수화,수,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01730,謐,밀,고요할 밀,,,17,17,21,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01731,樒,밀,침향(향나무) 밀,,,15,15,19,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01732,泊,박,쉴 박,,,9,8,9,수목,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01733,拍,박,칠 박,,좋지않은 의미 문자,9,8,10,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01734,迫,박,핍박할 박,,좋지않은 의미 문자,12,9,13,수목,토,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01735,朴,박,성 박,,,6,6,6,수목,목,횡파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01736,博,박,넓을 박,,,12,12,14,수목,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01737,薄,박,엷을 박,,좋지않은 의미 문자,19,17,19,수목,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01738,珀,박,호박 박,,,10,9,10,수목,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01739,撲,박,부딪힐 박,,좋지않은 의미 문자,16,15,16,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01740,璞,박,옥돌 박,,,17,16,16,수목,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01741,鉑,박,금박 박,,,13,13,14,수목,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01742,舶,박,선박 박,,,11,11,14,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01743,剝,박,벗길 박,,좋지않은 의미 문자,10,10,14,수목,금,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01744,樸,박,순박할 박,,,16,16,16,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01745,箔,박,발 박,,,14,14,15,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01746,粕,박,지게미(술찌꺼기) 박,,좋지않은 의미 문자,11,11,12,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01747,縛,박,얽을 박,,좋지않은 의미 문자,16,16,20,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01748,膊,박,팔뚝 박,,,16,14,18,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01749,雹,박,우박 박,,,13,13,19,수,수,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01750,駁,박,논박할 박,,좋지않은 의미 문자,14,14,16,수목,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01751,反,반,돌이킬 반,,,4,4,5,수화,수,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01752,飯,반,밥 반,,,13,12,15,수화,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01753,半,반,절반 반,,좋지않은 의미 문자,5,5,5,수화,토,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01754,般,반,일반 반,,,10,10,15,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01755,盤,반,소반 반,,,15,15,21,수화,금,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01756,班,반,나눌 반,,,11,10,10,수화,목,횡파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01757,返,반,돌아올 반,,,11,8,12,수화,토,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01758,叛,반,배반할 반,,좋지않은 의미 문자,9,9,10,수화,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01759,伴,반,짝 반,,,7,7,7,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01760,畔,반,밭도랑 반,,,10,10,11,수화,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01761,頒,반,나눌 반,,좋지않은 의미 문자,13,13,16,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01762,潘,반,성씨 물이름 반,,,16,15,16,수화,수,횡파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01763,磐,반,반석 반,,,15,15,21,수화,금,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01764,拌,반,버릴 반,,좋지않은 의미 문자,9,8,9,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01765,搬,반,옮길 반,,,14,13,19,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01766,攀,반,더위잡을 반,,좋지않은 의미 문자,19,19,20,수화,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01767,斑,반,아롱질 반,,,12,12,12,수,금,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01768,槃,반,쟁반 반,,,14,14,19,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01769,泮,반,물가 반,,,9,8,8,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01770,瘢,반,흉터 반,,좋지않은 의미 문자,15,15,20,수화,수,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01771,盼,반,눈 예쁠 반,,,9,9,12,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01772,磻,반,강 이름 반,,,17,17,19,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01773,礬,반,명반 반,,,20,20,21,수화,금,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01774,絆,반,얽거맬 반,,좋지않은 의미 문자,11,11,13,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01775,蟠,반,서릴(두를) 반,,,18,18,20,수화,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01776,豳,반,얼룩 반,,좋지않은 의미 문자,17,17,20,수화,수,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01777,攽,반,나눌 반,,,8,8,10,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01778,發,발,필 발,,,12,12,20,수화,화,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01779,拔,발,뺄 발,,좋지않은 의미 문자,9,8,9,수화,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01780,髮,발,터럭 발,,좋지않은 의미 문자,15,15,16,수화,화,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01781,潑,발,활발할 발,,,16,15,23,목,수,횡파 ,화-ㄴㄷㄹㅌ 수-ㅁㅂㅍ 
01782,鉢,발,바리때 발,,,13,13,13,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01783,渤,발,바다 발,,,13,12,17,수화,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01784,勃,발,노할 발,,좋지않은 의미 문자,9,9,14,수화,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01785,撥,발,다스릴 발,,,16,15,24,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01786,跋,발,밝을 발,,,12,12,13,수,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01787,醱,발,술궬 발,,좋지않은 의미 문자,19,19,29,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01788,魃,발,가물 발,,좋지않은 의미 문자,15,15,19,수화,화,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01789,炦,발,불기운 발,,,9,9,9,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01790,方,방,동녘 모 동방,,,4,4,5,수토,목,분파무 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01791,房,방,방 방,,,8,8,10,수토,목,분파무 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01792,防,방,막을 방,,,12,7,10,수토,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01793,放,방,놓을 방,,좋지않은 의미 문자,8,8,9,수토,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01794,訪,방,찾을 방,,,11,11,13,수토,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01795,芳,방,꽃다울 방,,,10,8,9,수토,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01796,傍,방,곁 방,,,12,12,14,수토,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01797,妨,방,방해할 방,,좋지않은 의미 문자,7,7,8,수토,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01798,倣,방,본받을 방,,,10,10,11,수토,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01799,邦,방,나라 방,,,11,7,9,수토,토,횡파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01800,坊,방,제방 방,,,7,7,8,수토,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01801,彷,방,거닐 방,,,7,7,8,수토,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01802,昉,방,본받을 방,,,8,8,10,수토,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01803,龐,방,클 방,,,19,19,25,수토,토,분파무 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01804,榜,방,방목할 방,,좋지않은 의미 문자,14,14,16,수토,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01805,尨,방,삽살개 방,,좋지않은 의미 문자,7,7,9,수토,토,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01806,旁,방,클 방,,,10,10,12,수토,토,종파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01807,枋,방,다목 방,,,8,8,9,수토,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01808,滂,방,비퍼부을 방,,좋지않은 의미 문자,14,13,15,수토,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01809,磅,방,돌떨어지는소리 방,,,15,15,18,수,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01810,紡,방,길쌈 방,,,10,10,13,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01811,肪,방,기름 방,,,10,8,11,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01812,膀,방,오줌통 방,,좋지않은 의미 문자,16,14,18,수토,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01813,舫,방,방주 방,,,10,10,13,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01814,蒡,방,우엉 방,,,16,14,16,수토,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01815,蚌,방,방합 방,,,10,10,11,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01816,謗,방,헐뜯을 방,,좋지않은 의미 문자,17,17,20,수토,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01817,幫,방,도울 방,,,17,17,21,수토,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01818,幇,방,도울 방,,,12,12,15,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01819,拜,배,절 배,,좋지않은 의미 문자,9,9,9,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01820,杯,배,잔 배,,,8,8,8,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01821,盃,배,잔 배,,,9,9,10,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01822,倍,배,갑절 배,,,10,10,11,수,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01823,培,배,복돋을 배,,,11,11,12,수,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01824,配,배,짝 배,,좋지않은 의미 문자,10,10,15,수,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01825,排,배,밀 배,,,12,11,12,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01826,輩,배,무리 배,,,15,15,16,수,화,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01827,背,배,등 배,,좋지않은 의미 문자,11,9,13,수,수,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01828,陪,배,도울 배,,,16,11,14,수,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01829,裵,배,성씨 치렁치렁할 배,,,14,14,15,수,목,종파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01830,裴,배,성씨 치렁치렁할 배,,,14,14,15,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01831,湃,배,물소리 배,,,13,12,12,수,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01832,俳,배,배우 배,,,10,10,10,수,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01833,徘,배,어정거릴 배,,좋지않은 의미 문자,11,11,11,수,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01834,焙,배,불에 쬘 배,,,12,12,13,수,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01835,胚,배,아기 밸 배,,좋지않은 의미 문자,11,9,11,수,수,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01836,褙,배,속적삼 배,,좋지않은 의미 문자,15,14,19,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01837,賠,배,물어줄 배,,,15,15,17,수,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01838,北,배,달아날 배,,,5,5,7,수,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01839,䔒,배,꽃봉오리 배,,,17,15,18,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01840,白,백,흰 백,,,5,5,6,수목,금,분파무 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01841,百,백,일백 백,,불용문자,6,6,7,수목,수,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01842,伯,백,맏이 백,,,7,7,8,수목,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01843,佰,백,백사람어른 백,,,8,8,9,수목,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01844,帛,백,비단 백,,,8,8,11,수목,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01845,魄,백,넋 백,,좋지않은 의미 문자,15,15,20,수목,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01846,柏,백,잣나무 백,,,9,9,10,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01847,栢,백,잣나무 백,,,10,10,11,수목,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01848,苩,백,성씨 백,,,11,9,10,수목,목,종파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01849,䞟,백,넘칠 백,,,12,12,13,수목,화,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01850,珀,백,호박 박 백,,,10,9,10,수목,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01851,番,번,차례 번,,,12,12,13,수화,토,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01852,煩,번,번거로울 번,,좋지않은 의미 문자,13,13,14,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01853,繁,번,성할 번,,,17,17,23,수화,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01854,飜,번,펄럭일 번,,,21,21,26,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01855,翻,번,날 나부낄 번,,,18,18,23,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01856,蕃,번,번성할 번,,,18,16,17,수화,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01857,幡,번,깃발 번,,,15,15,18,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01858,樊,번,울타리 번,,,15,15,15,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01859,燔,번,사를 번,,,16,16,17,수,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01860,磻,번,강 이름 번,,,17,17,19,수화,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01861,藩,번,울타리 번,,,21,19,20,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01862,伐,벌,칠 벌,,좋지않은 의미 문자,6,6,7,수화,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01863,罰,벌,벌줄 벌,,좋지않은 의미 문자,15,14,17,수화,목,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01864,閥,벌,문벌 벌,,,14,14,18,수화,목,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01865,筏,벌,뗏목 벌,,,12,12,13,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01866,凡,범,무릇 범,,,3,3,6,수수,수,분파무 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01867,犯,범,범할 범,,좋지않은 의미 문자,6,5,10,수,토,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01868,範,범,법 범,,,15,15,20,수수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01869,帆,범,배돛 범,,,6,6,11,수수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01870,杋,범,수부나무 범,,,7,7,10,수,목,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01871,氾,범,넘칠 범,,,6,5,9,수수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01872,范,범,법 범,,,11,9,13,수,목,종파 성(姓)씨 사용,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01873,梵,범,중의글 범,,좋지않은 의미 문자,11,11,14,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01874,泛,범,뜰 범,,,9,8,8,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01875,汎,범,넓을 범,,,7,6,9,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01876,釩,범,떨칠 범,,,11,11,14,수,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01877,渢,범,풍류 소리 범,,,13,12,15,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01878,滼,범,뜰 범,,,15,14,17,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01879,法,법,법 법,,불용문자,9,8,9,수,수,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01880,琺,법,법랑 법,,,13,12,13,수,금,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01881,壁,벽,바람 벽,,,16,16,18,수목,토,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01882,碧,벽,푸를 벽,,,14,14,16,수목,금,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01883,璧,벽,구슬 벽,,,18,18,20,수목,금,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01884,闢,벽,열 벽,,,21,21,26,수목,목,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01885,僻,벽,궁벽할 벽,,좋지않은 의미 문자,15,15,17,수목,화,횡파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01886,劈,벽,쪼갤 벽,,좋지않은 의미 문자,15,15,19,수목,금,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01887,擘,벽,엄지손가락 벽,,,17,17,20,수,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01888,檗,벽,황벽나무 벽,,,17,17,19,수목,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01889,蘗,벽,황경나무 벽,,,23,21,23,수목,목,종파 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
01890,癖,벽,버릇 벽,,좋지않은 의미 문자,18,18,20,수목,수,분파무 ,목-ㄱㄲㅋ 금-ㅅㅈㅊ 수-ㅁㅂㅍ 
