01040,突,돌,부딪칠 돌,부딪치다 내밀다 뚫다 대머리 갑작스럽다 굴뚝 사나운 말,,9,9,11,화,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,穴(구멍혈)   hole  cave ,5,5,7,수
01041,乭,돌,이름 돌,이름 음역자 천한 인상을 주며 단명하기 쉽다. ,불용문자,6,6,10,화,금,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,乙(새을)   twist  bird ,1,1,4,목
01042,同,동,한가지 동,같다 같이 하다 모이다 화합하다 무리 알현 방백리,,6,6,9,화토,수,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,口(입구변)   mouth ,3,3,4,수
01043,洞,동,고을 동,고을 마을 동네 골 밝다 통달하다 빨리흐르다,,10,9,12,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,氵(물수)   water 원문자:水  ,4,3,3,수
01044,童,동,아이 동,아이 종 뿔없는 소 민둥민둥하다 대머리지다 인품이 천하다. ,불용문자,12,12,13,화토,금,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,立(설립)   stand  establish ,5,5,5,금
01045,冬,동,겨울 동,겨울 겨울을 지내다 겨울을 나다 동면하다 북소리 소리의 형용 ,불용문자,5,5,6,화토,수,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,冫(얼음빙)   ice   ,2,2,2,
01046,東,동,동녘 동,동녘 동쪽 오른쪽 주인 동쪽으로 가다 ,불용문자,8,8,9,화토,목,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01047,動,동,움직일 동,움직이다 옮기다 흔들리다 동요하다 느끼다 감응하다,,11,11,14,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,力(힘력변)   power  strength ,2,2,4,토
01048,銅,동,구리 동,구리 동화,,14,14,17,화토,금,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,金(쇠금)  ,8,8,8,금
01049,凍,동,얼 동,얼다 춥다 얼음 소나기,,10,10,11,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,冫(얼음빙)   ice   ,2,2,2,
01050,棟,동,들보 동,마룻대 용마루,,12,12,13,화토,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01051,董,동,감독할 동,감독하다 거두다 굳다 묻다 움직이다,,15,13,14,화토,목,종파 성(姓)씨 사용,토-ㅇㅎ 목-ㄱㄲㅋ ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01052,潼,동,물이름 동,물이름 관이름,,16,15,16,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,氵(물수)   water 원문자:水  ,4,3,3,수
01053,垌,동,항아리 동,못막이 못막이하다 항아리 단지,,9,9,12,화토,토,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,土(흙토)   earth  soil ,3,3,3,토
01054,瞳,동,눈동자 동,눈동자 무심히 보는 모양 어리석은 모양,,17,17,19,화토,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,目(눈목)   eye ,5,5,6,목
01055,蝀,동,무지개 동,무지개,,14,14,16,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,虫(벌레훼)   bug  insect ,6,6,7,수
01056,憧,동,동경할 동,동경하다 그리워하다 마음이 정해지지 않다 둔하다,,16,15,16,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,忄(심방변)   heart  mind 원문자:心  ,4,3,3,화
01057,疼,동,아플 동,아프다 욱신거리다 귀여워하다 ,좋지않은 의미 문자,10,10,11,화토,수,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,疒(병들어기댈역)   sick ,5,5,5,수
01058,胴,동,큰창자 동,큰창자 대장 곧은 모양 몸통 ,좋지않은 의미 문자,12,10,15,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,月(육달월)   moon  month meat 원문자:肉  ,6,4,6,수
01059,桐,동,오동나무 동,현삼과의 낙엽 활엽 교목,,10,10,13,화토,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01060,朣,동,달뜰 동,달 뜨다 달빛이 훤히 치밀다 달빛 밝으려 하다 떠오르다,,18,16,19,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,月(육달월)   moon  month meat 원문자:肉  ,6,4,6,수
01061,曈,동,동틀 동,동트다 동이 트면서 훤해지는 모양,,16,16,18,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,日(날일)   sun  day ,4,4,5,화
01062,彤,동,붉을 동,붉다 붉게 칠하다 붉은 칠,,7,7,9,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,彡(터럭삼)   hair ,3,3,3,목
01063,烔,동,뜨거운모양 동,뜨거운 모양 열기가 대단한 모양 태우다 사르다,,10,10,13,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,火(불화)   fire ,4,4,4,화
01064,橦,동,나무이름 동,나무의 이름 조각,,16,16,17,화토,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01065,勭,동,자랄 동,자라다 움직이다 어른,,14,14,17,화토,토,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,力(힘력변)   power  strength ,2,2,4,토
01066,斗,두,말 두,말 구기 별 이름 조두,,4,4,4,화,화,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,斗(말두)   measure ,4,4,4,화
01067,豆,두,콩 두,콩 제기 이름,,7,7,8,화,목,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,豆(콩두)   bean ,7,7,8,목
01068,頭,두,머리 두,머리 우두머리 첫머리 꼭대기 끝 가 옆 마리,,16,16,18,화,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,頁(머리혈)   head ,9,9,10,화
01069,杜,두,막을 두,막다 팥배나무,,7,7,7,화,목,횡파 성(姓)씨 사용,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01070,枓,두,두공(기둥위 보조나무) 두,기둥 위의 방형의 나무 구기(자루가 달린 술 따위를 푸는 용기),,8,8,8,화,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01071,兜,두,투구 두,쇠로 만든 모자 두건 쓰개 갈팡거리다 미혹하다,,11,11,16,화,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,儿(어진사람인발)   a man of virtue ,2,2,4,목
01072,痘,두,역질 두,역질 마마 천연두 ,좋지않은 의미 문자,12,12,13,화,수,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,疒(병들어기댈역)   sick ,5,5,5,수
01073,竇,두,구멍 두,움 구멍 규문 무너뜨리다 도랑,,20,20,24,화,수,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,穴(구멍혈)   hole  cave ,5,5,7,수
01074,荳,두,콩 두,콩,,13,11,12,화,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01075,讀,두,구절 두,구두 이두,,22,22,25,화,금,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,言(말씀언)   word  speech ,7,7,8,금
01076,逗,두,머무를 두,머무르다 피하다,,14,11,15,화,토,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,辶(쉬엄쉬엄갈착)   going with frequent 원문자:辵  ,7,4,7,토
01077,阧,두,치솥을 두,치솟다 우뚝 솟다 험하다,,12,7,9,화,토,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,阝(좌부방변)   mound  hill 원문자:阜  ,8,3,5,토
01078,鈍,둔,둔할 둔,무디다 무디어지다 무디게 하다 굼뜨다 우둔하다 ,좋지않은 의미 문자,12,12,15,화,금,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,金(쇠금)  ,8,8,8,금
01079,屯,둔,모일 둔,진치다 진 언덕 어렵다 많다 견고하다,,4,4,7,화,목,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,屮(왼손좌)   left hand ,3,3,4,목
01080,遁,둔,피할 둔,숨다 달아나다 피하다 회피하다 ,좋지않은 의미 문자,16,13,17,화,토,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,辶(쉬엄쉬엄갈착)   going with frequent 원문자:辵  ,7,4,7,토
01081,臀,둔,볼기(궁둥이) 둔,볼기 궁둥이 밑 ,좋지않은 의미 문자,19,17,23,화,수,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,月(육달월)   moon  month meat 원문자:肉  ,6,4,6,수
01082,芚,둔,싹나올 둔,싹이 나오다 나무의 싹 채소 이름 어리석다 어리석은 모양,,10,8,11,화,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01083,遯,둔,달아날 둔,달아나다 숨다 피하다 도망치다 회피하다 ,좋지않은 의미 문자,18,15,20,화,토,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,辶(쉬엄쉬엄갈착)   going with frequent 원문자:辵  ,7,4,7,토
01084,乧,둘,음역자 둘,음역자(,,5,5,8,화,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,乙(새을)   twist  bird ,1,1,4,목
01085,得,득,얻을 득,얻다 깨닫다 만족하다,,11,11,13,화목,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,彳(두인변)   step ,3,3,3,화
01086,等,등,등급 등,등급 무리 같다 기다리다 층계 견주다 무엇 따위,,12,12,13,화토,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,竹(대나무죽)   bamboo ,6,6,7,목
01087,登,등,오를 등,오르다 올리다 높이다 높다 이루다 정하다 익다 바로,,12,12,14,화토,화,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,癶(필발머리)   back ,5,5,6,화
01088,燈,등,등불 등,등 등잔 초 촛불 불법,,16,16,18,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,火(불화)   fire ,4,4,4,화
01089,騰,등,오를 등,오르다 도약하다 뛰어오르다 뛰다 날다 질주하다,,20,20,24,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,馬(말마)   horse ,10,10,12,화
01090,藤,등,덩굴 등,등나무,,21,19,22,화토,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01091,謄,등,베낄 등,베끼다 등사하다 옮겨 쓰다,,17,17,20,화토,금,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,言(말씀언)   word  speech ,7,7,8,금
01092,鄧,등,나라이름 등,나라의 이름 땅의 이름 나무의 이름,,19,15,19,화토,토,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,우阝(우부방변)   town 원문자:邑  ,7,3,5,토
01093,嶝,등,고개 등,고개 비탈길 오르막 길,,15,15,18,화토,토,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,山(뫼산)   mountain ,3,3,4,토
01094,橙,등,귤(과일) 걸상 등,등자나무 등상,,16,16,18,화토,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01095,羅,라,벌일 나 라,그물 그물질하다 늘어서다 벌려놓다,,20,19,22,화,목,종파 성(姓)씨 사용, ,罒(그물 망)   net 원문자:网  ,6,5,6,목
01096,螺,라,소라 나 라,고동 소라 ,좋지않은 의미 문자,17,17,22,화,수,횡파 , ,虫(벌레훼)   bug  insect ,6,6,7,수
01097,喇,라,나팔 나 라,나팔 말을 하다,,12,12,15,화,수,횡파 , ,口(입구변)   mouth ,3,3,4,수
01098,懶,라,게으를 나 라,게으르다 눕다 나른하다 ,좋지않은 의미 문자,20,19,23,화,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,忄(심방변)   heart  mind 원문자:心  ,4,3,3,화
01099,癩,라,문둥이 나 라,문둥이 문둥병 나병 ,좋지않은 의미 문자,21,21,25,화,수,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,疒(병들어기댈역)   sick ,5,5,5,수
01100,蘿,라,쑥(나물종류) 나 라,쑥 여라(이끼) 풀가사리,,25,23,26,화,목,종파 , ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01101,裸,라,벗을 나 라,벌거숭이 벌거벗다 ,좋지않은 의미 문자,14,13,15,화,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,衤(옷의 변)   clothes 원문자:衣  ,6,5,6,목
01102,邏,라,순라 나 라,돌다 순찰하다 연하 따위가 산에 끼이다 순찰하는 사람,,26,23,29,화,토,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,辶(쉬엄쉬엄갈착)   going with frequent 원문자:辵  ,7,4,7,토
01103,剆,라,가지칠 나 라,가지 치다 나뭇가지를 치다,,9,9,11,화,금,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,刂(칼도변)   knife  sword 원문자:刀  ,2,2,3,금
01104,覶,라,자세할 나 라,자세하다 매우 정성스럽다 즐겁게 보내다,,19,19,27,화,화,횡파 , ,見(볼견)   see ,7,7,10,화
01105,摞,라,정돈할 나 라,정돈하다 쌓아올리다,,15,14,19,화,목,횡파 , ,扌(재방변)   hand 원문자:手  ,4,3,4,목
01106,蓏,라,열매 나 라,열매,,16,14,16,화,목,종파 , ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01107,鑼,라,징 나 라,징(악기종류) 동발 자바라,,27,27,30,화,금,횡파 , ,金(쇠금)  ,8,8,8,금
01108,儸,라,간능 있을( 능력있는) 나 라,간능( 일하는 능력) 있다 일을 잘 처리하다,,21,21,24,화,화,횡파 , ,亻(사람인변)   person 원문자:人  ,2,2,2,화
01109,砢,라,돌 쌓일 나 라,돌이 쌓이다 서로 돕다 맺히다,,10,10,13,화,금,횡파 , ,石(돌석)   rock  stone ,5,5,6,금
01110,臝,라,벌거벗을 나 라,벌거벗다 알몸 ,좋지않은 의미 문자,23,21,28,화,수,종파 , ,月(육달월)   moon  month meat 원문자:肉  ,6,4,6,수
01111,落,락,떨어질 낙 락,떨어지다 떨어뜨리다 낙엽 이루다 빗방울 울타리 ,불용문자 좋지않은 의미 문자,15,13,15,화목,목,종파 , ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01112,樂,락,즐거울 낙 락,즐기다 즐거움 즐겁게 하다,,15,15,20,화목,목,종파 , ,木(나무목)   tree  wood ,4,4,4,목
01113,絡,락,이을 낙 락,두르다 싸다 묶다 얽히다 잇다,,12,12,16,화목,목,횡파 , ,糸(실사)   silk  thread ,6,6,9,목
01114,珞,락,목걸이 낙 락,구슬 목걸이 조약돌,,11,10,12,화목,금,횡파 , ,王(구슬옥변)   gem 원문자:玉  ,5,4,4,금
01115,酪,락,쇠젖 낙 락,우유 타락(우유를 끓여 만든 음료) 흰죽 과즙 ,좋지않은 의미 문자,13,13,17,화목,금,횡파 , ,酉(닭유)   hen  cock  chicken ,7,7,9,금
01116,烙,락,지질 낙 락,불로 지지다 단근질하다 ,좋지않은 의미 문자,10,10,12,화목,화,횡파 , ,火(불화)   fire ,4,4,4,화
01117,駱,락,낙타 낙 락,낙타) 가리온(몸은 희고 갈기는 검은 말) 빨리 달리는 모양,,16,16,20,화목,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,馬(말마)   horse ,10,10,12,화
01118,洛,락,서울 낙 락,낙수 물이름 잇닿다,,10,9,11,화목,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,氵(물수)   water 원문자:水  ,4,3,3,수
01119,卵,란,알 난 란,(새나 물고기의) 알,,7,7,10,화,수,횡파 , ,卩(병부절)   seal ,2,2,4,금
01120,亂,란,어지러울 난 란,어지럽다 다스리다 건너다 난리 음란한 행위 풍류 ,좋지않은 의미 문자,13,13,20,화,목,횡파 , ,乙(새을)   twist  bird ,1,1,4,목
01121,蘭,란,난초 난 란,난초 목련 풀 이름 난간,,23,21,25,화,목,종파 , ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01122,欄,란,난간 난 란,난간 마굿간 ,좋지않은 의미 문자,21,21,25,화,목,횡파 , ,木(나무목)   tree  wood ,4,4,4,목
01123,瀾,란,큰물결 난 란,물결 물결이 일다 큰물결,,21,20,24,화,수,횡파 , ,氵(물수)   water 원문자:水  ,4,3,3,수
01124,瓓,란,옥광채 난 란,옥무늬,,22,21,25,화,금,횡파 , ,王(구슬옥변)   gem 원문자:玉  ,5,4,4,금
01125,丹,란,정성스러울 난 란,정성스럽다 모란 꽃이름,,4,4,6,화,화,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,丶(점 주)   dot ,1,1,1,목
01126,欒,란,둥글 난 란,둥글다 야위다 이름 가름대,,23,23,28,화,목,종파 , ,木(나무목)   tree  wood ,4,4,4,목
01127,鸞,란,난새 난 란,난새(새이름),,30,30,38,화,화,종파 , ,鳥(새조)   bird ,11,11,14,화
01128,爛,란,찬란할 난 란,곱다 빛나다,,21,21,25,화,화,횡파 , ,火(불화)   fire ,4,4,4,화
01129,鑾,란,방울 난 란,방울 임금이 타는 수레,,27,27,32,화,금,종파 , ,金(쇠금)  ,8,8,8,금
01130,剌,랄,발랄할 날 랄,발랄하다 어그러지다 바람 부는 소리,,9,9,11,화,금,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,刂(칼도변)   knife  sword 원문자:刀  ,2,2,3,금
01131,辣,랄,매울 날 랄,(맛이) 맵다 ,좋지않은 의미 문자,14,14,15,화,금,횡파 , ,辛(매울신)   hot ,7,7,7,금
01132,覽,람,볼 남 람,보다 살피다,,21,21,27,화수,화,종파 , ,見(볼견)   see ,7,7,10,화
01133,濫,람,물넘칠 남 람,넘치다 뜨다 띄우다 담그다 번지다 ,좋지않은 의미 문자,18,17,20,화수,수,횡파 , ,氵(물수)   water 원문자:水  ,4,3,3,수
01134,嵐,람,남기 남 람,남기(아지랑이 기운) 산 이름 산바람,,12,12,16,화수,토,종파 , ,山(뫼산)   mountain ,3,3,4,토
01135,攬,람,가질 남 람,잡다 손에 쥐다 따다,,25,24,31,화수,목,횡파 , ,扌(재방변)   hand 원문자:手  ,4,3,4,목
01136,擥,람,가질 남 람,가지다 잡다 쥐다,,18,18,22,화수,목,종파 , ,手(손수)   hand ,4,4,5,목
01137,欖,람,감람나무 남 람,감람나무,,25,25,31,화수,목,횡파 , ,木(나무목)   tree  wood ,4,4,4,목
01138,籃,람,대바구니 남 람,바구니,,20,20,23,화수,목,종파 , ,竹(대나무죽)   bamboo ,6,6,7,목
01139,纜,람,닻줄 남 람,(배를 매는) 닻줄,,27,27,35,화수,목,횡파 , ,糸(실사)   silk  thread ,6,6,9,목
01140,襤,람,헌 누더기 남 람,누더기 해진 옷 ,좋지않은 의미 문자,20,19,23,화수,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,衤(옷의 변)   clothes 원문자:衣  ,6,5,6,목
01141,藍,람,쪽(풀이름) 남 람,쪽(일년생 풀이름) 남빛 누더기,,20,18,21,화수,목,종파 , ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01142,㛦,람,예쁠 남 람,예쁘다 예쁜 모양,,11,11,12,화수,토,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,女(계집녀변)   woman  lady ,3,3,4,토
01143,灆,람,물 맑을 남 람,물이 맑다,,22,21,24,화수,수,횡파 , ,氵(물수)   water 원문자:水  ,4,3,3,수
01144,婪,람,탐할 남 람,탐하다 욕심 부리다 삼가지 않다 ,좋지않은 의미 문자,11,11,12,화수,토,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,女(계집녀변)   woman  lady ,3,3,4,토
01145,漤,람,과실 짱아찌 남 람,과실짱아찌 감을 우리다 ,좋지않은 의미 문자,15,14,15,화수,수,횡파 , ,氵(물수)   water 원문자:水  ,4,3,3,수
01146,爁,람,불 번질 남 람,불이 번지다 세력이 강하다,,18,18,21,화수,화,횡파 , ,火(불화)   fire ,4,4,4,화
01147,璼,람,옥 이름 남 람,옥 이름,,19,18,21,화수,금,횡파 , ,王(구슬옥변)   gem 원문자:玉  ,5,4,4,금
01148,拉,랍,끌 납 랍,꺾다 끌다 데려가다 끌어가다 ,좋지않은 의미 문자,9,8,9,화수,목,횡파 , ,扌(재방변)   hand 원문자:手  ,4,3,4,목
01149,臘,랍,섣달 납 랍,섣달 납향(납일에 지내는 제사) 쌍날로 된 칼,,21,19,28,화수,수,횡파 , ,月(육달월)   moon  month meat 원문자:肉  ,6,4,6,수
01150,蠟,랍,밀 납 랍,밀(꿀찌끼 기름) 밀을 바르다 밀초(밀로 만든 초) ,좋지않은 의미 문자,21,21,29,화수,수,횡파 , ,虫(벌레훼)   bug  insect ,6,6,7,수
01151,浪,랑,물결 낭 랑,물결 파도 물결이 일다,,11,10,12,화토,수,횡파 , ,氵(물수)   water 원문자:水  ,4,3,3,수
01152,郞,랑,사내 낭 랑,사내 남편 낭군 아들 주인,,14,10,14,화토,토,횡파 , ,우阝(우부방변)   town 원문자:邑  ,7,3,5,토
01153,郎,랑,사내 낭 랑,사내 남편 낭군,,13,9,13,화토,토,횡파 , ,우阝(우부방변)   town 원문자:邑  ,7,3,5,토
01154,廊,랑,행랑 낭 랑,사랑채 딴채 곁채 대문 옆방,,13,13,17,화토,목,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,广(엄호)   large  a lot of ,3,3,3,목
01155,琅,랑,옥돌 낭 랑,옥같은 돌 금옥 소리,,12,11,13,화토,금,횡파 , ,王(구슬옥변)   gem 원문자:玉  ,5,4,4,금
01156,瑯,랑,고을이름 낭 랑,고을 이름 옥 이름,,15,14,18,화토,금,횡파 , ,王(구슬옥변)   gem 원문자:玉  ,5,4,4,금
01157,狼,랑,이리 낭 랑,이리(산짐승) 어지럽다 별 이름 ,좋지않은 의미 문자,11,10,13,화토,토,횡파 , ,犭(개견변)   dog 원문자:犬  ,4,3,4,토
01158,朗,랑,밝을 낭 랑,밝다 맑다,,11,11,15,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,우月(달월)   moon  month meat 원문자:月  ,4,4,6,수
01159,烺,랑,빛 밝을 낭 랑,빛이 밝다 맑고 환하다,,11,11,13,화토,화,횡파 , ,火(불화)   fire ,4,4,4,화
01160,蜋,랑,사마귀 낭 랑,사마귀 버마재비 ,좋지않은 의미 문자,13,13,16,화토,수,횡파 , ,虫(벌레훼)   bug  insect ,6,6,7,수
01161,螂,랑,사마귀 낭 랑,사마귀 쇠똥구리 ,좋지않은 의미 문자,16,16,21,화토,수,횡파 , ,虫(벌레훼)   bug  insect ,6,6,7,수
01162,㢃,랑,높을 낭 랑,높다 그릇,,10,10,12,화토,목,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,广(엄호)   large  a lot of ,3,3,3,목
01163,駺,랑,꼬리 흰 말 랑,꼬리 흰 말,,17,17,21,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,馬(말마)   horse ,10,10,12,화
01164,榔,랑,나무 이름 낭 랑,나무 이름 빈랑나무,,14,14,18,화토,목,횡파 , ,木(나무목)   tree  wood ,4,4,4,목
01165,來,래,올 내 래,오다 돌아오다 부르다 미래,,8,8,8,화,화,분파무 , ,人(사람인)   person  people ,2,2,2,화
01166,来,래,올 내 래,오다,,7,7,7,화,목,분파무 , ,木(나무목)   tree  wood ,4,4,4,목
01167,崍,래,산이름 내 래,산 이름 뫼,,11,11,12,화,토,횡파 , ,山(뫼산)   mountain ,3,3,4,토
01168,萊,래,쑥 내 래,명아주(식용식물) 거칠다 묵정밭 잡초,,14,12,12,화,목,종파 , ,艹(풀초)   grass 원문자:艸  ,6,4,4,목
01169,徠,래,올 내 래,오다 위로하다,,11,11,11,화,화,횡파 , ,彳(두인변)   step ,3,3,3,화
01170,冷,랭,찰 냉 랭,,,7,7,9,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,冫(얼음빙)   ice   ,2,2,2,
01171,略,략,간략할 략,다스리다 돌다 간략하다 노략질하다 범하다 날카롭다,,11,11,14,화목,토,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,田(밭전)   field ,5,5,6,토
01172,掠,략,노략질할 략,노략질하다 볼기를 치다 매질하다 ,좋지않은 의미 문자,12,11,14,화목,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,扌(재방변)   hand 원문자:手  ,4,3,4,목
01173,良,량,어질 량,어질다 곧다 좋다 아름답다 길하다 진실로 ,불용문자,7,7,9,화토,토,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,艮(간방간)   stop  stay ,6,6,8,토
01174,兩,량,냥 냥 량,두 짝 두 쪽 동등한 것,,8,8,10,화토,토,분파무 ,토-ㅇㅎ 목-ㄱㄲㅋ ,入(들입)   enter ,2,2,3,목
01175,量,량,헤아릴 량,양(분량) 되 기량 국량 가득차다 달다 재다 되다 헤아리다,,12,12,14,화토,화,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,里(마을리)   village ,7,7,8,토
01176,涼,량,서늘할 량,서늘하다 얇다 엷다 외롭다 쓸쓸하다 맑다 깨끗하다,,12,11,13,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,氵(물수)   water 원문자:水  ,4,3,3,수
01177,凉,량,서늘할 량,서늘하다 얇다 엷다 외롭다 쓸쓸하다,,10,10,12,화토,수,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,冫(얼음빙)   ice   ,2,2,2,
01178,梁,량,들보 량,들보 돌다리 징검돌,,11,11,13,화토,목,종파 성(姓)씨 사용,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01179,糧,량,양식 량,양식 급여 구실,,18,18,20,화토,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,米(쌀미)   rice ,6,6,6,목
01180,粮,량,양식 량,양식 급여 구실,,13,13,15,화토,목,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,米(쌀미)   rice ,6,6,6,목
01181,諒,량,믿을 량,참 믿다 살펴 알다 참으로 어질다,,15,15,18,화토,금,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,言(말씀언)   word  speech ,7,7,8,금
01182,亮,량,밝을 량,밝다 믿다 돕다 미쁘다 참으로 진실로,,9,9,13,화토,화,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,亠(돼지해머리)   pig ,2,2,2,수
01183,倆,량,재주 량,재주(재능),,10,10,12,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,亻(사람인변)   person 원문자:人  ,2,2,2,화
01184,樑,량,들보 량,들보 대들보,,15,15,17,화토,목,횡파 성(姓)씨 사용,토-ㅇㅎ 목-ㄱㄲㅋ ,木(나무목)   tree  wood ,4,4,4,목
01185,粱,량,기장 량,조의 일종(곡식),,13,13,15,화토,목,종파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,米(쌀미)   rice ,6,6,6,목
01186,輛,량,수레 량,수레,,15,15,18,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,車(수레거)   cart  vehicle ,7,7,8,화
01187,俍,량,어질 량,어질다 좋다 훌륭하다 아름답다 착하다 곧다 길하다,,9,9,11,화토,화,횡파 ,토-ㅇㅎ 목-ㄱㄲㅋ ,亻(사람인변)   person 원문자:人  ,2,2,2,화
